day,hour,overallAQI,status
250,1,104,Unhealthy
250,2,119,Unhealthy
250,3,86,Moderate
250,4,102,Unhealthy
250,5,126,Unhealthy
250,6,92,Moderate
250,7,100,Moderate
250,8,86,Moderate
250,9,73,Moderate
250,10,72,Moderate
250,11,112,Unhealthy
250,12,60,Moderate
250,13,51,Moderate
250,14,113,Unhealthy
250,15,121,Unhealthy
250,16,103,Unhealthy
250,17,66,Moderate
250,18,50,Good
250,19,60,Moderate
250,20,97,Moderate
250,21,122,Unhealthy
250,22,85,Moderate
250,23,90,Moderate
251,0,66,Moderate
251,1,99,Moderate
251,2,120,Unhealthy
251,3,117,Unhealthy
251,4,69,Moderate
251,5,125,Unhealthy
251,6,87,Moderate
251,7,111,Unhealthy
251,8,107,Unhealthy
251,9,117,Unhealthy
251,10,110,Unhealthy
251,11,97,Moderate
251,12,105,Unhealthy
251,13,62,Moderate
251,14,98,Moderate
251,15,72,Moderate
251,16,78,Moderate
251,17,60,Moderate
251,18,63,Moderate
251,19,90,Moderate
251,20,80,Moderate
251,21,80,Moderate
251,22,54,Moderate
251,23,96,Moderate
252,0,116,Unhealthy
252,1,95,Moderate
252,2,64,Moderate
252,3,79,Moderate
252,4,115,Unhealthy
252,5,104,Unhealthy
252,6,52,Moderate
252,7,94,Moderate
252,8,77,Moderate
252,9,71,Moderate
252,10,104,Unhealthy
252,11,80,Moderate
252,12,80,Moderate
252,13,115,Unhealthy
252,14,62,Moderate
252,15,111,Unhealthy
252,16,79,Moderate
252,17,70,Moderate
252,18,87,Moderate
252,19,51,Moderate
252,20,76,Moderate
252,21,59,Moderate
252,22,130,Unhealthy
252,23,55,Moderate
253,0,79,Moderate
253,1,55,Moderate
253,2,93,Moderate
253,3,87,Moderate
253,4,118,Unhealthy
253,5,110,Unhealthy
253,6,113,Unhealthy
253,7,96,Moderate
253,8,65,Moderate
253,9,73,Moderate
253,10,58,Moderate
253,11,96,Moderate
253,12,108,Unhealthy
253,13,57,Moderate
253,14,72,Moderate
253,15,86,Moderate
253,16,98,Moderate
253,17,88,Moderate
253,18,130,Unhealthy
253,19,109,Unhealthy
253,20,64,Moderate
253,21,93,Moderate
253,22,64,Moderate
253,23,70,Moderate
254,0,65,Moderate
254,1,130,Unhealthy
254,2,121,Unhealthy
254,3,124,Unhealthy
254,4,82,Moderate
254,5,68,Moderate
254,6,54,Moderate
254,7,116,Unhealthy
254,8,103,Unhealthy
254,9,95,Moderate
254,10,58,Moderate
254,11,130,Unhealthy
254,12,106,Unhealthy
254,13,110,Unhealthy
254,14,111,Unhealthy
254,15,65,Moderate
254,16,93,Moderate
254,17,71,Moderate
254,18,79,Moderate
254,19,73,Moderate
254,20,79,Moderate
254,21,114,Unhealthy
254,22,85,Moderate
254,23,53,Moderate
255,0,112,Unhealthy
255,1,69,Moderate
255,2,74,Moderate
255,3,91,Moderate
255,4,86,Moderate
255,5,82,Moderate
255,6,76,Moderate
255,7,62,Moderate
255,8,93,Moderate
255,9,101,Unhealthy
255,10,85,Moderate
255,11,63,Moderate
255,12,73,Moderate
255,13,63,Moderate
255,14,130,Unhealthy
255,15,73,Moderate
255,16,87,Moderate
255,17,118,Unhealthy
255,18,88,Moderate
255,19,129,Unhealthy
255,20,123,Unhealthy
255,21,122,Unhealthy
255,22,60,Moderate
255,23,86,Moderate
256,0,57,Moderate
256,1,98,Moderate
256,2,129,Unhealthy
256,3,55,Moderate
256,4,90,Moderate
256,5,84,Moderate
256,6,59,Moderate
256,7,125,Unhealthy
256,8,102,Unhealthy
256,9,64,Moderate
256,10,130,Unhealthy
256,11,114,Unhealthy
256,12,98,Moderate
256,13,93,Moderate
256,14,115,Unhealthy
256,15,91,Moderate
256,16,74,Moderate
256,17,85,Moderate
256,18,121,Unhealthy
256,19,109,Unhealthy
256,20,97,Moderate
256,21,75,Moderate
256,22,88,Moderate
256,23,126,Unhealthy
257,0,60,Moderate
257,1,83,Moderate
257,2,82,Moderate
257,3,118,Unhealthy
257,4,120,Unhealthy
257,5,53,Moderate
257,6,110,Unhealthy
257,7,60,Moderate
257,8,117,Unhealthy
257,9,52,Moderate
257,10,78,Moderate
257,11,119,Unhealthy
257,12,55,Moderate
257,13,52,Moderate
257,14,95,Moderate
257,15,120,Unhealthy
257,16,82,Moderate
257,17,67,Moderate
257,18,83,Moderate
257,19,51,Moderate
257,20,72,Moderate
257,21,100,Moderate
257,22,81,Moderate
257,23,129,Unhealthy
258,0,105,Unhealthy
258,1,93,Moderate
258,2,78,Moderate
258,3,68,Moderate
258,4,55,Moderate
258,5,67,Moderate
258,6,80,Moderate
258,7,85,Moderate
258,8,103,Unhealthy
258,9,76,Moderate
258,10,93,Moderate
258,11,53,Moderate
258,12,123,Unhealthy
258,13,86,Moderate
258,14,113,Unhealthy
258,15,55,Moderate
258,16,61,Moderate
258,17,82,Moderate
258,18,100,Moderate
258,19,52,Moderate
258,20,110,Unhealthy
258,21,129,Unhealthy
258,22,128,Unhealthy
258,23,60,Moderate
259,0,112,Unhealthy
259,1,72,Moderate
259,2,75,Moderate
259,3,119,Unhealthy
259,4,112,Unhealthy
259,5,81,Moderate
259,6,50,Good
259,7,100,Moderate
259,8,73,Moderate
259,9,122,Unhealthy
259,10,53,Moderate
259,11,61,Moderate
259,12,119,Unhealthy
259,13,86,Moderate
259,14,57,Moderate
259,15,123,Unhealthy
259,16,122,Unhealthy
259,17,127,Unhealthy
259,18,85,Moderate
259,19,82,Moderate
259,20,113,Unhealthy
259,21,99,Moderate
259,22,128,Unhealthy
259,23,61,Moderate
260,0,99,Moderate
260,1,109,Unhealthy
260,2,54,Moderate
260,3,83,Moderate
260,4,57,Moderate
260,5,74,Moderate
260,6,65,Moderate
260,7,79,Moderate
260,8,113,Unhealthy
260,9,119,Unhealthy
260,10,70,Moderate
260,11,95,Moderate
260,12,103,Unhealthy
260,13,84,Moderate
260,14,100,Moderate
260,15,104,Unhealthy
260,16,127,Unhealthy
260,17,97,Moderate
260,18,58,Moderate
260,19,80,Moderate
260,20,68,Moderate
260,21,91,Moderate
260,22,83,Moderate
260,23,65,Moderate
261,0,126,Unhealthy
261,1,71,Moderate
261,2,118,Unhealthy
261,3,106,Unhealthy
261,4,128,Unhealthy
261,5,117,Unhealthy
261,6,77,Moderate
261,7,75,Moderate
261,8,89,Moderate
261,9,88,Moderate
261,10,92,Moderate
261,11,73,Moderate
261,12,116,Unhealthy
261,13,104,Unhealthy
261,14,94,Moderate
261,15,50,Good
261,16,66,Moderate
261,17,87,Moderate
261,18,64,Moderate
261,19,111,Unhealthy
261,20,123,Unhealthy
261,21,130,Unhealthy
261,22,60,Moderate
261,23,78,Moderate
262,0,94,Moderate
262,1,61,Moderate
262,2,58,Moderate
262,3,72,Moderate
262,4,57,Moderate
262,5,72,Moderate
262,6,97,Moderate
262,7,66,Moderate
262,8,127,Unhealthy
262,9,127,Unhealthy
262,10,97,Moderate
262,11,116,Unhealthy
262,12,105,Unhealthy
262,13,80,Moderate
262,14,89,Moderate
262,15,128,Unhealthy
262,16,85,Moderate
262,17,66,Moderate
262,18,104,Unhealthy
262,19,63,Moderate
262,20,115,Unhealthy
262,21,105,Unhealthy
262,22,59,Moderate
262,23,129,Unhealthy
263,0,59,Moderate
263,1,65,Moderate
263,2,51,Moderate
263,3,64,Moderate
263,4,69,Moderate
263,5,120,Unhealthy
263,6,119,Unhealthy
263,7,71,Moderate
263,8,58,Moderate
263,9,107,Unhealthy
263,10,130,Unhealthy
263,11,93,Moderate
263,12,61,Moderate
263,13,84,Moderate
263,14,130,Unhealthy
263,15,50,Good
263,16,96,Moderate
263,17,50,Good
263,18,84,Moderate
263,19,60,Moderate
263,20,117,Unhealthy
263,21,121,Unhealthy
263,22,72,Moderate
263,23,60,Moderate
264,0,95,Moderate
264,1,88,Moderate
264,2,76,Moderate
264,3,124,Unhealthy
264,4,116,Unhealthy
264,5,71,Moderate
264,6,88,Moderate
264,7,57,Moderate
264,8,93,Moderate
264,9,70,Moderate
264,10,54,Moderate
264,11,130,Unhealthy
264,12,73,Moderate
264,13,123,Unhealthy
264,14,51,Moderate
264,15,92,Moderate
264,16,129,Unhealthy
264,17,113,Unhealthy
264,18,123,Unhealthy
264,19,97,Moderate
264,20,124,Unhealthy
264,21,50,Good
264,22,105,Unhealthy
264,23,50,Good
265,0,90,Moderate
265,1,124,Unhealthy
265,2,89,Moderate
265,3,87,Moderate
265,4,129,Unhealthy
265,5,85,Moderate
265,6,76,Moderate
265,7,101,Unhealthy
265,8,54,Moderate
265,9,128,Unhealthy
265,10,54,Moderate
265,11,127,Unhealthy
265,12,67,Moderate
265,13,101,Unhealthy
265,14,96,Moderate
265,15,113,Unhealthy
265,16,55,Moderate
265,17,104,Unhealthy
265,18,115,Unhealthy
265,19,76,Moderate
265,20,119,Unhealthy
265,21,68,Moderate
265,22,119,Unhealthy
265,23,62,Moderate
266,0,87,Moderate
266,1,111,Unhealthy
266,2,79,Moderate
266,3,103,Unhealthy
266,4,121,Unhealthy
266,5,67,Moderate
266,6,63,Moderate
266,7,103,Unhealthy
266,8,127,Unhealthy
266,9,58,Moderate
266,10,79,Moderate
266,11,57,Moderate
266,12,116,Unhealthy
266,13,120,Unhealthy
266,14,94,Moderate
266,15,78,Moderate
266,16,60,Moderate
266,17,84,Moderate
266,18,77,Moderate
266,19,130,Unhealthy
266,20,88,Moderate
266,21,112,Unhealthy
266,22,68,Moderate
266,23,69,Moderate
267,0,128,Unhealthy
267,1,122,Unhealthy
267,2,104,Unhealthy
267,3,116,Unhealthy
267,4,57,Moderate
267,5,83,Moderate
267,6,119,Unhealthy
267,7,70,Moderate
267,8,87,Moderate
267,9,75,Moderate
267,10,122,Unhealthy
267,11,121,Unhealthy
267,12,114,Unhealthy
267,13,61,Moderate
267,14,114,Unhealthy
267,15,122,Unhealthy
267,16,100,Moderate
267,17,120,Unhealthy
267,18,73,Moderate
267,19,60,Moderate
267,20,119,Unhealthy
267,21,76,Moderate
267,22,109,Unhealthy
267,23,52,Moderate
268,0,67,Moderate
268,1,93,Moderate
268,2,66,Moderate
268,3,102,Unhealthy
268,4,103,Unhealthy
268,5,111,Unhealthy
268,6,72,Moderate
268,7,98,Moderate
268,8,100,Moderate
268,9,106,Unhealthy
268,10,94,Moderate
268,11,76,Moderate
268,12,100,Moderate
268,13,100,Moderate
268,14,92,Moderate
268,15,65,Moderate
268,16,81,Moderate
268,17,115,Unhealthy
268,18,56,Moderate
268,19,129,Unhealthy
268,20,68,Moderate
268,21,90,Moderate
268,22,130,Unhealthy
268,23,63,Moderate
269,0,70,Moderate
269,1,97,Moderate
269,2,125,Unhealthy
269,3,100,Moderate
269,4,98,Moderate
269,5,104,Unhealthy
269,6,79,Moderate
269,7,89,Moderate
269,8,112,Unhealthy
269,9,66,Moderate
269,10,79,Moderate
269,11,129,Unhealthy
269,12,74,Moderate
269,13,108,Unhealthy
269,14,57,Moderate
269,15,57,Moderate
269,16,73,Moderate
269,17,102,Unhealthy
269,18,119,Unhealthy
269,19,126,Unhealthy
269,20,104,Unhealthy
269,21,90,Moderate
269,22,55,Moderate
269,23,125,Unhealthy
270,0,61,Moderate
270,1,120,Unhealthy
270,2,68,Moderate
270,3,101,Unhealthy
270,4,82,Moderate
270,5,55,Moderate
270,6,112,Unhealthy
270,7,79,Moderate
270,8,91,Moderate
270,9,61,Moderate
270,10,81,Moderate
270,11,51,Moderate
270,12,109,Unhealthy
270,13,91,Moderate
270,14,118,Unhealthy
270,15,63,Moderate
270,16,102,Unhealthy
270,17,109,Unhealthy
270,18,75,Moderate
270,19,103,Unhealthy
270,20,123,Unhealthy
270,21,95,Moderate
270,22,103,Unhealthy
270,23,109,Unhealthy
271,0,92,Moderate
271,1,92,Moderate
271,2,130,Unhealthy
271,3,84,Moderate
271,4,83,Moderate
271,5,50,Good
271,6,56,Moderate
271,7,70,Moderate
271,8,73,Moderate
271,9,58,Moderate
271,10,116,Unhealthy
271,11,109,Unhealthy
271,12,70,Moderate
271,13,104,Unhealthy
271,14,130,Unhealthy
271,15,63,Moderate
271,16,70,Moderate
271,17,121,Unhealthy
271,18,55,Moderate
271,19,126,Unhealthy
271,20,102,Unhealthy
271,21,110,Unhealthy
271,22,112,Unhealthy
271,23,108,Unhealthy
272,0,88,Moderate
272,1,55,Moderate
272,2,66,Moderate
272,3,69,Moderate
272,4,77,Moderate
272,5,52,Moderate
272,6,127,Unhealthy
272,7,58,Moderate
272,8,54,Moderate
272,9,113,Unhealthy
272,10,121,Unhealthy
272,11,82,Moderate
272,12,77,Moderate
272,13,81,Moderate
272,14,129,Unhealthy
272,15,90,Moderate
272,16,54,Moderate
272,17,56,Moderate
272,18,73,Moderate
272,19,65,Moderate
272,20,124,Unhealthy
272,21,105,Unhealthy
272,22,130,Unhealthy
272,23,85,Moderate
273,0,71,Moderate
273,1,130,Unhealthy
273,2,104,Unhealthy
273,3,63,Moderate
273,4,84,Moderate
273,5,124,Unhealthy
273,6,85,Moderate
273,7,59,Moderate
273,8,115,Unhealthy
273,9,59,Moderate
273,10,61,Moderate
273,11,82,Moderate
273,12,67,Moderate
273,13,58,Moderate
273,14,100,Moderate
273,15,91,Moderate
273,16,121,Unhealthy
273,17,91,Moderate
273,18,111,Unhealthy
273,19,92,Moderate
273,20,71,Moderate
273,21,51,Moderate
273,22,52,Moderate
273,23,73,Moderate
274,0,68,Moderate
274,1,82,Moderate
274,2,60,Moderate
274,3,126,Unhealthy
274,4,55,Moderate
274,5,107,Unhealthy
274,6,97,Moderate
274,7,50,Good
274,8,91,Moderate
274,9,85,Moderate
274,10,106,Unhealthy
274,11,113,Unhealthy
274,12,127,Unhealthy
274,13,126,Unhealthy
274,14,105,Unhealthy
274,15,50,Good
274,16,100,Moderate
274,17,82,Moderate
274,18,66,Moderate
274,19,96,Moderate
274,20,67,Moderate
274,21,53,Moderate
274,22,76,Moderate
274,23,74,Moderate
275,0,107,Unhealthy
275,1,119,Unhealthy
275,2,52,Moderate
275,3,69,Moderate
275,4,92,Moderate
275,5,70,Moderate
275,6,90,Moderate
275,7,61,Moderate
275,8,90,Moderate
275,9,109,Unhealthy
275,10,112,Unhealthy
275,11,109,Unhealthy
275,12,96,Moderate
275,13,82,Moderate
275,14,130,Unhealthy
275,15,79,Moderate
275,16,84,Moderate
275,17,116,Unhealthy
275,18,105,Unhealthy
275,19,126,Unhealthy
275,20,53,Moderate
275,21,58,Moderate
275,22,126,Unhealthy
275,23,81,Moderate
276,0,94,Moderate
276,1,77,Moderate
276,2,102,Unhealthy
276,3,75,Moderate
276,4,68,Moderate
276,5,76,Moderate
276,6,96,Moderate
276,7,66,Moderate
276,8,87,Moderate
276,9,69,Moderate
276,10,89,Moderate
276,11,91,Moderate
276,12,106,Unhealthy
276,13,102,Unhealthy
276,14,67,Moderate
276,15,118,Unhealthy
276,16,129,Unhealthy
276,17,122,Unhealthy
276,18,92,Moderate
276,19,93,Moderate
276,20,64,Moderate
276,21,93,Moderate
276,22,97,Moderate
276,23,102,Unhealthy
277,0,75,Moderate
277,1,97,Moderate
277,2,126,Unhealthy
277,3,76,Moderate
277,4,129,Unhealthy
277,5,77,Moderate
277,6,53,Moderate
277,7,81,Moderate
277,8,116,Unhealthy
277,9,95,Moderate
277,10,62,Moderate
277,11,130,Unhealthy
277,12,116,Unhealthy
277,13,85,Moderate
277,14,88,Moderate
277,15,69,Moderate
277,16,80,Moderate
277,17,54,Moderate
277,18,123,Unhealthy
277,19,83,Moderate
277,20,83,Moderate
277,21,112,Unhealthy
277,22,109,Unhealthy
277,23,101,Unhealthy
278,0,93,Moderate
278,1,79,Moderate
278,2,111,Unhealthy
278,3,60,Moderate
278,4,59,Moderate
278,5,110,Unhealthy
278,6,66,Moderate
278,7,82,Moderate
278,8,126,Unhealthy
278,9,118,Unhealthy
278,10,76,Moderate
278,11,110,Unhealthy
278,12,124,Unhealthy
278,13,53,Moderate
278,14,117,Unhealthy
278,15,108,Unhealthy
278,16,86,Moderate
278,17,60,Moderate
278,18,50,Good
278,19,101,Unhealthy
278,20,52,Moderate
278,21,126,Unhealthy
278,22,130,Unhealthy
278,23,73,Moderate
279,0,114,Unhealthy
279,1,104,Unhealthy
279,2,127,Unhealthy
279,3,78,Moderate
279,4,106,Unhealthy
279,5,106,Unhealthy
279,6,92,Moderate
279,7,98,Moderate
279,8,53,Moderate
279,9,56,Moderate
279,10,87,Moderate
279,11,63,Moderate
279,12,51,Moderate
279,13,86,Moderate
279,14,82,Moderate
279,15,97,Moderate
279,16,72,Moderate
279,17,114,Unhealthy
279,18,66,Moderate
279,19,77,Moderate
279,20,76,Moderate
279,21,113,Unhealthy
279,22,55,Moderate
279,23,52,Moderate
280,0,98,Moderate
280,1,62,Moderate
280,2,51,Moderate
280,3,65,Moderate
280,4,70,Moderate
280,5,85,Moderate
280,6,114,Unhealthy
280,7,95,Moderate
280,8,123,Unhealthy
280,9,75,Moderate
280,10,73,Moderate
280,11,74,Moderate
280,12,124,Unhealthy
280,13,59,Moderate
280,14,103,Unhealthy
280,15,53,Moderate
280,16,98,Moderate
280,17,99,Moderate
280,18,106,Unhealthy
280,19,92,Moderate
280,20,93,Moderate
280,21,130,Unhealthy
280,22,78,Moderate
280,23,105,Unhealthy
281,0,58,Moderate
281,1,108,Unhealthy
281,2,76,Moderate
281,3,73,Moderate
281,4,71,Moderate
281,5,64,Moderate
281,6,92,Moderate
281,7,66,Moderate
281,8,56,Moderate
281,9,71,Moderate
281,10,57,Moderate
281,11,116,Unhealthy
281,12,107,Unhealthy
281,13,109,Unhealthy
281,14,103,Unhealthy
281,15,57,Moderate
281,16,118,Unhealthy
281,17,126,Unhealthy
281,18,54,Moderate
281,19,126,Unhealthy
281,20,97,Moderate
281,21,84,Moderate
281,22,69,Moderate
281,23,94,Moderate
282,0,117,Unhealthy
282,1,83,Moderate
282,2,94,Moderate
282,3,89,Moderate
282,4,56,Moderate
282,5,88,Moderate
282,6,71,Moderate
282,7,108,Unhealthy
282,8,99,Moderate
282,9,60,Moderate
282,10,61,Moderate
282,11,111,Unhealthy
282,12,88,Moderate
282,13,67,Moderate
282,14,85,Moderate
282,15,72,Moderate
282,16,96,Moderate
282,17,109,Unhealthy
282,18,104,Unhealthy
282,19,58,Moderate
282,20,57,Moderate
282,21,76,Moderate
282,22,89,Moderate
282,23,100,Moderate
283,0,119,Unhealthy
283,1,96,Moderate
283,2,108,Unhealthy
283,3,94,Moderate
283,4,103,Unhealthy
283,5,52,Moderate
283,6,113,Unhealthy
283,7,103,Unhealthy
283,8,78,Moderate
283,9,96,Moderate
283,10,108,Unhealthy
283,11,67,Moderate
283,12,96,Moderate
283,13,125,Unhealthy
283,14,75,Moderate
283,15,91,Moderate
283,16,73,Moderate
283,17,65,Moderate
283,18,95,Moderate
283,19,51,Moderate
283,20,85,Moderate
283,21,116,Unhealthy
283,22,108,Unhealthy
283,23,97,Moderate
284,0,90,Moderate
284,1,113,Unhealthy
284,2,106,Unhealthy
284,3,85,Moderate
284,4,70,Moderate
284,5,63,Moderate
284,6,56,Moderate
284,7,101,Unhealthy
284,8,52,Moderate
284,9,77,Moderate
284,10,67,Moderate
284,11,65,Moderate
284,12,85,Moderate
284,13,117,Unhealthy
284,14,104,Unhealthy
284,15,104,Unhealthy
284,16,71,Moderate
284,17,75,Moderate
284,18,95,Moderate
284,19,94,Moderate
284,20,85,Moderate
284,21,82,Moderate
284,22,113,Unhealthy
284,23,95,Moderate
285,0,50,Good
285,1,115,Unhealthy
285,2,63,Moderate
285,3,74,Moderate
285,4,72,Moderate
285,5,90,Moderate
285,6,71,Moderate
285,7,96,Moderate
285,8,121,Unhealthy
285,9,73,Moderate
285,10,126,Unhealthy
285,11,83,Moderate
285,12,96,Moderate
285,13,85,Moderate
285,14,89,Moderate
285,15,90,Moderate
285,16,99,Moderate
285,17,94,Moderate
285,18,82,Moderate
285,19,117,Unhealthy
285,20,130,Unhealthy
285,21,78,Moderate
285,22,128,Unhealthy
285,23,87,Moderate
286,0,56,Moderate
286,1,65,Moderate
286,2,66,Moderate
286,3,78,Moderate
286,4,125,Unhealthy
286,5,113,Unhealthy
286,6,97,Moderate
286,7,108,Unhealthy
286,8,104,Unhealthy
286,9,89,Moderate
286,10,110,Unhealthy
286,11,130,Unhealthy
286,12,93,Moderate
286,13,92,Moderate
286,14,102,Unhealthy
286,15,89,Moderate
286,16,105,Unhealthy
286,17,58,Moderate
286,18,90,Moderate
286,19,84,Moderate
286,20,62,Moderate
286,21,126,Unhealthy
286,22,70,Moderate
286,23,75,Moderate
287,0,63,Moderate
287,1,85,Moderate
287,2,52,Moderate
287,3,122,Unhealthy
287,4,78,Moderate
287,5,111,Unhealthy
287,6,124,Unhealthy
287,7,51,Moderate
287,8,117,Unhealthy
287,9,96,Moderate
287,10,67,Moderate
287,11,107,Unhealthy
287,12,103,Unhealthy
287,13,85,Moderate
287,14,90,Moderate
287,15,116,Unhealthy
287,16,73,Moderate
287,17,86,Moderate
287,18,95,Moderate
287,19,112,Unhealthy
287,20,53,Moderate
287,21,121,Unhealthy
287,22,130,Unhealthy
287,23,87,Moderate
288,0,92,Moderate
288,1,102,Unhealthy
288,2,91,Moderate
288,3,127,Unhealthy
288,4,112,Unhealthy
288,5,91,Moderate
288,6,68,Moderate
288,7,72,Moderate
288,8,64,Moderate
288,9,72,Moderate
288,10,104,Unhealthy
288,11,65,Moderate
288,12,125,Unhealthy
288,13,125,Unhealthy
288,14,76,Moderate
288,15,81,Moderate
288,16,65,Moderate
288,17,63,Moderate
288,18,88,Moderate
288,19,125,Unhealthy
288,20,88,Moderate
288,21,53,Moderate
288,22,87,Moderate
288,23,100,Moderate
289,0,69,Moderate
289,1,60,Moderate
289,2,65,Moderate
289,3,56,Moderate
289,4,69,Moderate
289,5,127,Unhealthy
289,6,92,Moderate
289,7,125,Unhealthy
289,8,90,Moderate
289,9,102,Unhealthy
289,10,73,Moderate
289,11,60,Moderate
289,12,59,Moderate
289,13,97,Moderate
289,14,73,Moderate
289,15,63,Moderate
289,16,104,Unhealthy
289,17,94,Moderate
289,18,75,Moderate
289,19,50,Good
289,20,99,Moderate
289,21,115,Unhealthy
289,22,116,Unhealthy
289,23,68,Moderate
290,0,101,Unhealthy
290,1,71,Moderate
290,2,68,Moderate
290,3,126,Unhealthy
290,4,91,Moderate
290,5,121,Unhealthy
290,6,71,Moderate
290,7,79,Moderate
290,8,85,Moderate
290,9,71,Moderate
290,10,79,Moderate
290,11,73,Moderate
290,12,60,Moderate
290,13,114,Unhealthy
290,14,77,Moderate
290,15,59,Moderate
290,16,51,Moderate
290,17,50,Good
290,18,80,Moderate
290,19,125,Unhealthy
290,20,72,Moderate
290,21,115,Unhealthy
290,22,68,Moderate
290,23,113,Unhealthy
291,0,61,Moderate
291,1,113,Unhealthy
291,2,73,Moderate
291,3,113,Unhealthy
291,4,104,Unhealthy
291,5,115,Unhealthy
291,6,53,Moderate
291,7,53,Moderate
291,8,84,Moderate
291,9,64,Moderate
291,10,107,Unhealthy
291,11,110,Unhealthy
291,12,104,Unhealthy
291,13,124,Unhealthy
291,14,75,Moderate
291,15,101,Unhealthy
291,16,123,Unhealthy
291,17,68,Moderate
291,18,75,Moderate
291,19,70,Moderate
291,20,63,Moderate
291,21,106,Unhealthy
291,22,102,Unhealthy
291,23,94,Moderate
292,0,127,Unhealthy
292,1,80,Moderate
292,2,62,Moderate
292,3,129,Unhealthy
292,4,90,Moderate
292,5,73,Moderate
292,6,79,Moderate
292,7,64,Moderate
292,8,104,Unhealthy
292,9,110,Unhealthy
292,10,56,Moderate
292,11,62,Moderate
292,12,115,Unhealthy
292,13,130,Unhealthy
292,14,56,Moderate
292,15,130,Unhealthy
292,16,71,Moderate
292,17,116,Unhealthy
292,18,106,Unhealthy
292,19,95,Moderate
292,20,111,Unhealthy
292,21,116,Unhealthy
292,22,98,Moderate
292,23,105,Unhealthy
293,0,108,Unhealthy
293,1,70,Moderate
293,2,57,Moderate
293,3,130,Unhealthy
293,4,109,Unhealthy
293,5,60,Moderate
293,6,61,Moderate
293,7,90,Moderate
293,8,122,Unhealthy
293,9,117,Unhealthy
293,10,75,Moderate
293,11,126,Unhealthy
293,12,51,Moderate
293,13,60,Moderate
293,14,75,Moderate
293,15,74,Moderate
293,16,87,Moderate
293,17,92,Moderate
293,18,90,Moderate
293,19,53,Moderate
293,20,90,Moderate
293,21,112,Unhealthy
293,22,56,Moderate
293,23,125,Unhealthy
294,0,61,Moderate
294,1,68,Moderate
294,2,124,Unhealthy
294,3,106,Unhealthy
294,4,75,Moderate
294,5,125,Unhealthy
294,6,77,Moderate
294,7,122,Unhealthy
294,8,87,Moderate
294,9,67,Moderate
294,10,76,Moderate
294,11,76,Moderate
294,12,73,Moderate
294,13,82,Moderate
294,14,67,Moderate
294,15,76,Moderate
294,16,64,Moderate
294,17,91,Moderate
294,18,73,Moderate
294,19,83,Moderate
294,20,70,Moderate
294,21,114,Unhealthy
294,22,106,Unhealthy
294,23,80,Moderate
295,0,108,Unhealthy
295,1,72,Moderate
295,2,115,Unhealthy
295,3,75,Moderate
295,4,118,Unhealthy
295,5,123,Unhealthy
295,6,84,Moderate
295,7,103,Unhealthy
295,8,76,Moderate
295,9,58,Moderate
295,10,61,Moderate
295,11,83,Moderate
295,12,90,Moderate
295,13,71,Moderate
295,14,95,Moderate
295,15,94,Moderate
295,16,64,Moderate
295,17,106,Unhealthy
295,18,111,Unhealthy
295,19,59,Moderate
295,20,114,Unhealthy
295,21,104,Unhealthy
295,22,58,Moderate
295,23,80,Moderate
296,0,56,Moderate
296,1,94,Moderate
296,2,87,Moderate
296,3,124,Unhealthy
296,4,80,Moderate
296,5,79,Moderate
296,6,77,Moderate
296,7,86,Moderate
296,8,120,Unhealthy
296,9,96,Moderate
296,10,77,Moderate
296,11,112,Unhealthy
296,12,67,Moderate
296,13,123,Unhealthy
296,14,59,Moderate
296,15,113,Unhealthy
296,16,84,Moderate
296,17,99,Moderate
296,18,91,Moderate
296,19,87,Moderate
296,20,78,Moderate
296,21,128,Unhealthy
296,22,69,Moderate
296,23,104,Unhealthy
297,0,110,Unhealthy
297,1,79,Moderate
297,2,118,Unhealthy
297,3,113,Unhealthy
297,4,88,Moderate
297,5,124,Unhealthy
297,6,115,Unhealthy
297,7,70,Moderate
297,8,66,Moderate
297,9,104,Unhealthy
297,10,118,Unhealthy
297,11,85,Moderate
297,12,101,Unhealthy
297,13,92,Moderate
297,14,65,Moderate
297,15,114,Unhealthy
297,16,75,Moderate
297,17,99,Moderate
297,18,80,Moderate
297,19,123,Unhealthy
297,20,67,Moderate
297,21,52,Moderate
297,22,94,Moderate
297,23,62,Moderate
298,0,114,Unhealthy
298,1,56,Moderate
298,2,122,Unhealthy
298,3,57,Moderate
298,4,93,Moderate
298,5,100,Moderate
298,6,60,Moderate
298,7,117,Unhealthy
298,8,83,Moderate
298,9,118,Unhealthy
298,10,90,Moderate
298,11,51,Moderate
298,12,123,Unhealthy
298,13,77,Moderate
298,14,68,Moderate
298,15,114,Unhealthy
298,16,130,Unhealthy
298,17,110,Unhealthy
298,18,71,Moderate
298,19,61,Moderate
298,20,82,Moderate
298,21,53,Moderate
298,22,95,Moderate
298,23,76,Moderate
299,0,77,Moderate
299,1,81,Moderate
299,2,120,Unhealthy
299,3,78,Moderate
299,4,122,Unhealthy
299,5,52,Moderate
299,6,89,Moderate
299,7,108,Unhealthy
299,8,95,Moderate
299,9,108,Unhealthy
299,10,63,Moderate
299,11,51,Moderate
299,12,50,Good
299,13,62,Moderate
299,14,67,Moderate
299,15,85,Moderate
299,16,82,Moderate
299,17,72,Moderate
299,18,120,Unhealthy
299,19,81,Moderate
299,20,109,Unhealthy
299,21,61,Moderate
299,22,105,Unhealthy
